movieId,title,release_year,rating_count,avg_rating,bayesian_score,cluster,cluster_rank,genres
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1981,54675,4.123923182441701,4.123903931778495,0,44,Action|Adventure
903,Vertigo (1958),1958,15945,4.120821574161179,4.120755761565342,0,45,Drama|Mystery|Romance|Thriller
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),1991,3181,4.12071675573719,4.1203869811190925,0,46,Drama
260,Star Wars: Episode IV - A New Hope (1977),1977,68717,4.120188599618726,4.120173337028449,0,47,Action|Adventure|Sci-Fi
27423,"O Auto da Compadecida (Dog's Will, A) (2000)",2000,169,4.124260355029586,4.1180669054173595,0,48,Adventure|Comedy
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),1948,3885,4.115057915057915,4.114789339660564,0,49,Drama
2203,Shadow of a Doubt (1943),1943,2331,4.112183612183612,4.111737295849465,0,50,Crime|Drama|Thriller
608,Fargo (1996),1996,47823,4.111421282646425,4.1113995352526125,0,51,Comedy|Crime|Drama|Thriller
6669,Ikiru (1952),1952,1481,4.111748818365969,4.111046811012788,0,52,Drama
3307,City Lights (1931),1931,3170,4.110567823343849,4.11024010530462,0,53,Comedy|Drama|Romance
670,"World of Apu, The (Apur Sansar) (1959)",1959,740,4.111486486486487,4.110082825804253,0,54,Drama
170355,Mulholland Dr. (1999),1999,553,4.11121157323689,4.109334609965615,0,55,Drama|Mystery|Romance
1131,Jean de Florette (1986),1986,3142,4.107733927434755,4.107404191511598,0,56,Drama|Mystery
2858,American Beauty (1999),1999,53689,4.107340423550448,4.107321128216073,0,57,Drama|Romance
81736,Hamlet (Gamlet) (1964),1964,37,4.135135135135135,4.107141418972398,0,58,Drama
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",1957,1290,4.107364341085272,4.106561869807089,0,59,Drama
116897,Wild Tales (2014),2014,1931,4.105126877265666,4.104591808447698,0,60,Comedy|Drama|Thriller
1949,"Man for All Seasons, A (1966)",1966,2064,4.104893410852713,4.104392917153003,0,61,Drama
2905,Sanjuro (Tsubaki Sanjûrô) (1962),1962,1410,4.104964539007092,4.1042320155357555,0,62,Action|Adventure|Drama
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",2001,34320,4.101282051282051,4.101252043178256,0,63,Comedy|Romance
2859,Stop Making Sense (1984),1984,2186,4.100869167429094,4.100398433434362,0,64,Documentary|Musical
951,His Girl Friday (1940),1940,4145,4.0991556091676715,4.098907711992511,0,65,Comedy|Romance
1267,"Manchurian Candidate, The (1962)",1962,8851,4.098406959665574,4.098290936954468,0,66,Crime|Thriller|War
2935,"Lady Eve, The (1941)",1941,1404,4.098290598290598,4.09755969674089,0,67,Comedy|Romance
668,Song of the Little Road (Pather Panchali) (1955),1955,854,4.096604215456675,4.0954051156970195,0,68,Drama
1250,"Bridge on the River Kwai, The (1957)",1957,12634,4.095140098147855,4.09505907193676,0,69,Adventure|Drama|War
48780,"Prestige, The (2006)",2006,22943,4.093231050865188,4.093186513856387,0,70,Drama|Mystery|Sci-Fi|Thriller
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),2004,10512,4.093274353120243,4.093177149616756,0,71,Adventure|Animation|Fantasy|Romance
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1957,5063,4.093324116136678,4.0931223092260955,0,72,Drama
923,Citizen Kane (1941),1941,19091,4.092687653868315,4.092634159539124,0,73,Drama|Mystery
7327,Persona (1966),1966,1800,4.093055555555556,4.092488269806192,0,74,Drama
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),1973,607,4.0939044481054365,4.092222654475248,0,75,Drama
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",2001,55736,4.091188818716808,4.091170521806357,0,76,Adventure|Fantasy
3462,Modern Times (1936),1936,4872,4.0911330049261085,4.0909237377223375,0,77,Comedy|Drama|Romance
7153,"Lord of the Rings: The Return of the King, The (2003)",2003,50797,4.0903399807075225,4.090319921530788,0,78,Action|Adventure|Drama|Fantasy
1276,Cool Hand Luke (1967),1967,11533,4.089829185814619,4.089740885548895,0,79,Drama
2360,"Celebration, The (Festen) (1998)",1998,2463,4.089118960617133,4.088705914740646,0,80,Drama
5147,Wild Strawberries (Smultronstället) (1957),1957,2128,4.086701127819549,4.086224224481425,0,81,Drama
1256,Duck Soup (1933),1933,5556,4.083693304535637,4.083511134410824,0,82,Comedy|Musical|War
111,Taxi Driver (1976),1976,29133,4.083479216009336,4.0834444763479425,0,83,Crime|Drama|Thriller
136469,Larry David: Curb Your Enthusiasm (1999),1999,226,4.086283185840708,4.081812219916085,0,84,Comedy
158783,The Handmaiden (2016),2016,1200,4.082083333333333,4.081241776786804,0,85,Drama|Romance|Thriller
2066,Out of the Past (1947),1947,1208,4.080711920529802,4.079877066932135,0,86,Film-Noir
107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)",1967,285,4.082456140350877,4.078920887835493,0,87,Comedy|Romance
326,To Live (Huozhe) (1994),1994,1293,4.0796597061098225,4.0788805053484944,0,88,Drama
96829,"Hunt, The (Jagten) (2012)",2012,3073,4.078099576960625,4.07777208000031,0,89,Drama
26699,Close-Up (Nema-ye Nazdik) (1990),1990,182,4.082417582417582,4.0768927536663995,0,90,Drama
1939,"Best Years of Our Lives, The (1946)",1946,1857,4.077005923532579,4.076464679182427,0,91,Drama|War
5008,Witness for the Prosecution (1957),1957,2045,4.075794621026895,4.075303701818647,0,92,Drama|Mystery|Thriller
1704,Good Will Hunting (1997),1997,38947,4.074935168305646,4.074909401610377,0,93,Drama|Romance
306,Three Colors: Red (Trois couleurs: Rouge) (1994),1994,7058,4.072966846132049,4.0728249573482005,0,94,Drama
3468,"Hustler, The (1961)",1961,4279,4.072563683103529,4.072329760261904,0,95,Drama
6643,Tokyo Story (Tôkyô monogatari) (1953),1953,958,4.072546972860125,4.071502996789312,0,96,Drama
3819,Tampopo (1985),1985,1743,4.071715433161216,4.0711418428445825,0,97,Comedy
928,Rebecca (1940),1940,4905,4.070234454638125,4.070030854855473,0,98,Drama|Mystery|Romance|Thriller
2357,Central Station (Central do Brasil) (1998),1998,2258,4.070416297608503,4.069974047773772,0,99,Drama
1225,Amadeus (1984),1984,21085,4.069599241166706,4.069551900498954,0,100,Drama
1219,Psycho (1960),1960,22146,4.067213040729703,4.0671680757629,0,101,Crime|Horror
678,Some Folks Call It a Sling Blade (1993),1993,2479,4.067164179104478,4.066762650774577,0,102,Drama|Thriller
7361,Eternal Sunshine of the Spotless Mind (2004),2004,33225,4.066350639578631,4.066320693851831,0,103,Drama|Romance|Sci-Fi
969,"African Queen, The (1951)",1951,10279,4.065862437980348,4.065765697852233,0,104,Adventure|Comedy|Romance|War
156787,Jimmy Carr: Laughing and Joking (2013),2013,23,4.108695652173913,4.065473913372964,0,105,Comedy
1132,Manon of the Spring (Manon des sources) (1986),1986,2879,4.06512678013199,4.064781727055886,0,106,Drama
4011,Snatch (2000),2000,25101,4.063324170351779,4.063284653570271,0,107,Comedy|Crime|Thriller
910,Some Like It Hot (1959),1959,11549,4.060091782838341,4.060006179560256,0,108,Comedy|Crime
3469,Inherit the Wind (1960),1960,1914,4.059561128526646,4.05904510387517,0,109,Drama
2937,"Palm Beach Story, The (1942)",1942,850,4.0588235294117645,4.057663189096299,0,110,Comedy
2208,"Lady Vanishes, The (1938)",1938,2263,4.057224922669024,4.056789476113495,0,111,Drama|Mystery|Thriller
5782,"Professional, The (Le professionnel) (1981)",1981,4338,4.0531350852927615,4.052908820908262,0,112,Action|Drama|Thriller
1228,Raging Bull (1980),1980,10712,4.052931292008962,4.052839668992902,0,113,Drama
3090,Matewan (1987),1987,1055,4.053080568720379,4.052150922273628,0,114,Drama
916,Roman Holiday (1953),1953,6420,4.0514797507788165,4.05132711009515,0,115,Comedy|Drama|Romance
899,Singin' in the Rain (1952),1952,10895,4.050986691142726,4.0508967854185896,0,116,Comedy|Musical|Romance
1244,Manhattan (1979),1979,8527,4.049196669403073,4.049082009137073,0,117,Comedy|Drama|Romance
1281,"Great Dictator, The (1940)",1940,4439,4.049110159945934,4.048889949081295,0,118,Comedy|Drama|War
1950,In the Heat of the Night (1967),1967,3492,4.048539518900344,4.048259769230161,0,119,Drama|Mystery
4432,Sweet Smell of Success (1957),1957,913,4.049288061336254,4.048218133392726,0,120,Drama|Film-Noir
356,Forrest Gump (1994),1994,81491,4.048011436845787,4.047999452386994,0,121,Comedy|Drama|Romance|War
3629,"Gold Rush, The (1925)",1925,2358,4.0458015267175576,4.0453884586354185,0,122,Adventure|Comedy|Romance
3224,Woman in the Dunes (Suna no onna) (1964),1964,762,4.046587926509186,4.045309795440303,0,123,Drama
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",1998,1586,4.045397225725095,4.044783474430342,0,124,Comedy|Romance
32705,Why Has Bodhi-Dharma Left for the East?: A Zen Fable (Dharmaga tongjoguro kan kkadalgun) (1989),1989,12,4.125,4.043951840073164,0,125,Drama
1041,Secrets & Lies (1996),1996,5162,4.04407206509105,4.043883667232413,0,126,Drama
3730,"Conversation, The (1974)",1974,4531,4.043698962701391,4.043484416134366,0,127,Drama|Mystery
1230,Annie Hall (1977),1977,16371,4.042453118318979,4.042393804905995,0,128,Comedy|Romance
4144,In the Mood For Love (Fa yeung nin wa) (2000),2000,2824,4.041961756373937,4.041618185458744,0,129,Drama|Romance
945,Top Hat (1935),1935,2029,4.040906850665352,4.040429248236922,0,130,Comedy|Musical|Romance
1269,Arsenic and Old Lace (1944),1944,6729,4.040050527567246,4.039906593450364,0,131,Comedy|Mystery|Thriller
134326,The Taming of the Scoundrel (1980),1980,124,4.044354838709677,4.036570991367609,0,132,Comedy
121051,A Matter of Time (1976),1976,1,5.0,4.035686960475566,0,133,Drama|Fantasy|Romance
118302,The Pokrovsky Gates (1983),1983,87,4.045977011494253,4.034901976374446,0,134,Comedy|Drama|Musical|Romance
3035,Mister Roberts (1955),1955,2370,4.035232067510549,4.034825547836757,0,135,Comedy|Drama|War
1086,Dial M for Murder (1954),1954,5999,4.033838973162194,4.0336785623201585,0,136,Crime|Mystery|Thriller
134130,The Martian (2015),2015,16489,4.033416216871854,4.033357875920009,0,137,Adventure|Drama|Sci-Fi
4427,"Lion in Winter, The (1968)",1968,1625,4.033846153846154,4.03325422750366,0,138,Drama
909,"Apartment, The (1960)",1960,5621,4.033357053904999,4.033185943422438,0,139,Comedy|Drama|Romance
3470,Dersu Uzala (1975),1975,1066,4.033771106941838,4.03286914144419,0,140,Adventure|Drama
953,It's a Wonderful Life (1946),1946,15384,4.032858814352574,4.032796319396877,0,141,Children|Drama|Fantasy|Romance
1247,"Graduate, The (1967)",1967,18724,4.031510361033967,4.031459085389637,0,142,Comedy|Drama|Romance
6787,All the President's Men (1976),1976,5063,4.031206794390678,4.031017253933837,0,143,Drama|Thriller
28,Persuasion (1995),1995,2950,4.03,4.029675152125026,0,144,Drama|Romance
4325,"Night, The (Notte, La) (1960)",1960,339,4.032448377581121,4.0296216880027975,0,145,Drama
2132,Who's Afraid of Virginia Woolf? (1966),1966,3135,4.029346092503987,4.029040616683977,0,146,Drama
3983,You Can Count on Me (2000),2000,2788,4.029232424677188,4.028888983119739,0,147,Drama|Romance
246,Hoop Dreams (1994),1994,9739,4.028236985316767,4.028138744755744,0,148,Documentary
1251,8 1/2 (8½) (1963),1963,3487,4.028247777459134,4.027973444358071,0,149,Drama|Fantasy
1258,"Shining, The (1980)",1980,29931,4.0278640874010225,4.027832131963148,0,150,Horror
232,Eat Drink Man Woman (Yin shi nan nu) (1994),1994,5620,4.027935943060498,4.027765766575511,0,151,Comedy|Drama|Romance
3147,"Green Mile, The (1999)",1999,30482,4.027754084377666,4.0277227101637285,0,152,Crime|Drama
6650,Kind Hearts and Coronets (1949),1949,978,4.028629856850716,4.027652067334986,0,153,Comedy|Drama
32906,"Ascent, The (Voskhozhdeniye) (1977)",1977,74,4.04054054054054,4.027618318946015,0,154,Drama|War
164179,Arrival (2016),2016,10087,4.02751065728165,4.027415877668612,0,155,Sci-Fi
120807,John Mulaney: New In Town (2012),2012,330,4.03030303030303,4.027405963507405,0,156,Comedy
148626,"Big Short, The (2015)",2015,7380,4.02710027100271,4.026970786332604,0,157,Drama
2542,"Lock, Stock & Two Smoking Barrels (1998)",1998,19260,4.02666147455867,4.0266118775723445,0,158,Comedy|Crime|Thriller
156779,Jimmy Carr: In Concert (2008),2008,21,4.071428571428571,4.0259715418614155,0,159,Comedy
1303,"Man Who Would Be King, The (1975)",1975,3460,4.025433526011561,4.025157865911861,0,160,Adventure|Drama
143547,The Phantom of the Opera at the Royal Albert Hall (2011),2011,42,4.0476190476190474,4.024915672580258,0,161,Drama|Romance
130970,George Carlin: Life Is Worth Losing (2005),2005,225,4.028888888888889,4.024652096995359,0,162,Comedy
7938,Winter Light (Nattvardsgästerna) (1963),1963,463,4.025917926565874,4.023860719657222,0,163,Drama
87798,"Squall, The (1929)",1929,2,4.5,4.023791306983711,0,164,Drama
1300,My Life as a Dog (Mitt liv som hund) (1985),1985,3279,4.023482769136932,4.023192492049071,0,165,Comedy|Drama
118166,Courier (1987),1987,89,4.033707865168539,4.023015265788346,0,166,Comedy|Drama|Romance
6981,"Ordet (Word, The) (1955)",1955,243,4.026748971193416,4.02283349967603,0,167,Drama
5498,Red Beard (Akahige) (1965),1965,513,4.024366471734893,4.022512400624418,0,168,Drama
38159,"Short Film About Love, A (Krótki film o milosci) (1988)",1988,347,4.024495677233429,4.021756821611929,0,169,Drama|Romance
3504,Network (1976),1976,5752,4.02173157162726,4.0215663782237,0,170,Comedy|Drama
947,My Man Godfrey (1936),1936,1794,4.022017837235229,4.02148823059663,0,171,Comedy|Romance
116136,Olive Kitteridge (2014),2014,222,4.024774774774775,4.020499434623099,0,172,Drama
1236,Trust (1990),1990,905,4.021546961325967,4.020498205210763,0,173,Comedy|Drama|Romance
6783,"Rules of the Game, The (La règle du jeu) (1939)",1939,873,4.021191294387171,4.02010454682031,0,174,Comedy|Drama
2931,Time of the Gypsies (Dom za vesanje) (1989),1989,453,4.022075055187638,4.019980999825883,0,175,Comedy|Crime|Drama|Fantasy
955,Bringing Up Baby (1938),1938,4452,4.018418688230009,4.018206012558039,0,176,Comedy|Romance
82026,Mendy: A Question of Faith (2003),2003,3,4.333333333333333,4.017843480237783,0,177,Drama
906,Gaslight (1944),1944,2118,4.017941454202077,4.017494749372794,0,178,Drama|Thriller
109374,"Grand Budapest Hotel, The (2014)",2014,13077,4.016746960311998,4.016674673032647,0,179,Comedy|Drama
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),1994,1753,4.01654306902453,4.016004204059835,0,180,Drama
3801,Anatomy of a Murder (1959),1959,1958,4.0160878447395305,4.015605601797321,0,181,Drama|Mystery
6123,Sunless (Sans Soleil) (1983),1983,304,4.0180921052631575,4.014988111216233,0,182,Documentary
4806,"Shop on Main Street, The (Obchod na korze) (1965)",1965,207,4.019323671497585,4.0147662207738035,0,183,Drama
86781,Incendies (2010),2010,1316,4.015197568389058,4.014480921731931,0,184,Drama|Mystery|War
42783,Shadows of Our Forgotten Ancestors (Tini zabutykh predkiv) (1964),1964,73,4.027397260273973,4.014478025958799,0,185,Drama|Romance
90380,"Old Fashioned Way, The (1934)",1934,4,4.25,4.014274784190226,0,186,Comedy
1199,Brazil (1985),1985,15455,4.014331931413782,4.014270922225735,0,187,Fantasy|Sci-Fi
5475,Z (1969),1969,724,4.015193370165746,4.013891550235795,0,188,Drama|Mystery|Thriller
93988,North & South (2004),2004,376,4.01595744680851,4.013451920214725,0,189,Drama|Romance
3038,"Face in the Crowd, A (1957)",1957,646,4.014705882352941,4.0132478731390275,0,190,Drama
152970,Hunt for the Wilderpeople (2016),2016,1660,4.013253012048192,4.0126859566050275,0,191,Adventure|Comedy
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",1956,441,4.0147392290249435,4.012604918373192,0,192,Adventure|Drama
8477,"Jetée, La (1962)",1962,1132,4.012809187279152,4.01197826471399,0,193,Romance|Sci-Fi
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",1987,3727,4.01193989804132,4.011687600300684,0,194,Drama|Fantasy|Romance
3415,"Mirror, The (Zerkalo) (1975)",1975,817,4.011627906976744,4.010478452226101,0,195,Drama
954,Mr. Smith Goes to Washington (1939),1939,5714,4.01058802940147,4.010423687475232,0,196,Drama
7234,"Strada, La (1954)",1954,1150,4.010869565217392,4.010053322259732,0,197,Drama
7215,To Have and Have Not (1944),1944,1011,4.010880316518299,4.009951950514774,0,198,Adventure|Drama|Romance|Thriller|War
2762,"Sixth Sense, The (1999)",1999,46713,4.009751032903046,4.0097309451967496,0,199,Drama|Horror|Mystery
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",1931,2917,4.009770311964347,4.009448723070923,0,200,Mystery
1288,This Is Spinal Tap (1984),1984,16558,4.008968474453437,4.008911853005674,0,201,Comedy
778,Trainspotting (1996),1996,28702,4.007664971082154,4.00763235111037,0,202,Comedy|Crime|Drama
7132,"Night at the Opera, A (1935)",1935,1713,4.008172796263865,4.007626239160415,0,203,Comedy|Musical|Romance
1273,Down by Law (1986),1986,2763,4.007962359753891,4.007623507207291,0,204,Comedy|Drama|Film-Noir
166643,Hidden Figures (2016),2016,2981,4.007883260650789,4.007569206546261,0,205,Drama
1446,Kolya (Kolja) (1996),1996,2064,4.007751937984496,4.007298486160267,0,206,Comedy|Drama
178613,Dave Chappelle: Killin' Them Softly (2000),2000,101,4.014851485148514,4.005601705107364,0,207,Comedy
1264,Diva (1981),1981,2420,4.005371900826447,4.004986110665407,0,208,Action|Drama|Mystery|Romance|Thriller
60069,WALL·E (2008),2008,27374,4.004931687002265,4.004897584435469,0,209,Adventure|Animation|Children|Romance|Sci-Fi
99114,Django Unchained (2012),2012,20687,4.004882293227631,4.004837170046449,0,210,Action|Drama|Western
6918,"Unvanquished, The (Aparajito) (1957)",1957,372,4.006720430107527,4.004212798715686,0,211,Drama
142608,A Song of Lisbon (1933),1933,16,4.0625,4.004198465938302,0,212,Comedy
7939,Through a Glass Darkly (Såsom i en spegel) (1961),1961,508,4.005905511811024,4.004069496897744,0,213,Drama
994,Big Night (1996),1996,4844,4.003922378199835,4.00372990173807,0,214,Comedy|Drama
148667,John Mulaney: The Comeback Kid (2015),2015,297,4.006734006734007,4.003595214499836,0,215,Comedy
90947,"Oslo, August 31st (Oslo, 31. august) (2011)",2011,180,4.008333333333334,4.003156761994206,0,216,Drama
1104,"Streetcar Named Desire, A (1951)",1951,6223,4.000883818094167,4.000734475244369,0,217,Drama
3097,"Shop Around the Corner, The (1940)",1940,1698,4.000588928150766,4.000042009370778,0,218,Comedy|Drama|Romance
3634,Seven Days in May (1964),1964,887,4.0,3.9989542499109807,0,219,Thriller
1358,Sling Blade (1996),1996,12700,3.999015748031496,3.9989427111188847,0,220,Drama
3088,Harvey (1950),1950,3562,3.9983155530600785,3.998055395431084,0,221,Comedy|Fantasy
86345,Louis C.K.: Hilarious (2010),2010,1738,3.997986191024166,3.9974533490057227,0,222,Comedy
1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,54917,3.996512919496695,3.9964960736720374,0,223,Action|Adventure|Sci-Fi
4422,Cries and Whispers (Viskningar och rop) (1972),1972,780,3.9974358974358974,3.9962501586695915,0,224,Drama
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",1928,1017,3.996558505408063,3.995649679686592,0,225,Drama
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",2003,2130,3.9960093896713613,3.9955754922200617,0,226,Drama
3359,Breaking Away (1979),1979,2993,3.99582358837287,3.9955148209488818,0,227,Comedy|Drama
116797,The Imitation Game (2014),2014,15520,3.995328608247423,3.995269078920234,0,228,Drama|Thriller|War
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),1967,178,4.0,3.994812144809783,0,229,Action|Drama
4235,Amores Perros (Love's a Bitch) (2000),2000,6341,3.9949534773695,3.9948078483003706,0,230,Drama|Thriller
933,To Catch a Thief (1955),1955,4827,3.994820799668531,3.994629530638142,0,231,Crime|Mystery|Romance|Thriller
96966,Laurence Anyways (2012),2012,171,4.0,3.994601011168321,0,232,Drama|Romance
3949,Requiem for a Dream (2000),2000,22066,3.993678056738874,3.993636261110298,0,233,Drama
42217,Late Spring (Banshun) (1949),1949,285,3.9964912280701754,3.993256552171158,0,234,Drama
26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",1986,379,3.994722955145119,3.9922930892656607,0,235,Drama
66371,Departures (Okuribito) (2008),2008,1012,3.9930830039525693,3.9921731233178193,0,236,Drama
82,Antonia's Line (Antonia) (1995),1995,2288,3.9923513986013988,3.9919490493320016,0,237,Comedy|Drama
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",2009,2278,3.9923178226514486,3.9919137226507027,0,238,Crime|Drama|Mystery|Romance|Thriller
123,Chungking Express (Chung Hing sam lam) (1994),1994,2607,3.9913693901035674,3.9910166311046593,0,239,Drama|Mystery|Romance
1259,Stand by Me (1986),1986,22694,3.991010839869569,3.990970318304514,0,240,Adventure|Drama
26903,Whisper of the Heart (Mimi wo sumaseba) (1995),1995,1109,3.991433724075744,3.9906048413702266,0,241,Animation|Drama|Romance
2804,"Christmas Story, A (1983)",1983,12980,3.990523882896764,3.9904530755659002,0,242,Children|Comedy
1719,"Sweet Hereafter, The (1997)",1997,3510,3.9904558404558403,3.990194068334079,0,243,Drama
2925,"Conformist, The (Conformista, Il) (1970)",1970,959,3.9906152241918664,3.989657681167657,0,244,Drama
86377,Louis C.K.: Shameless (2007),2007,1743,3.989672977624785,3.9891464300005457,0,245,Comedy
104944,Short Term 12 (2013),2013,1422,3.9894514767932487,3.9888063063393897,0,246,Drama
56372,Tokyo Twilight (Tôkyô boshoku) (1957),1957,36,4.013888888888889,3.9884155113770574,0,247,Drama
1080,Monty Python's Life of Brian (1979),1979,22484,3.9880581747020103,3.9880174060004867,0,248,Comedy
36363,Kin-Dza-Dza! (1986),1986,625,3.9888,3.9873344631325094,0,249,Comedy|Drama|Sci-Fi
7013,"Night of the Hunter, The (1955)",1955,1843,3.9877916440586003,3.9872946713237263,0,250,Drama|Film-Noir|Thriller
3152,"Last Picture Show, The (1971)",1971,2723,3.986962908556739,3.9866267892514506,0,251,Drama
8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)",1962,643,3.9875583203732505,3.9861356737902964,0,252,Comedy|Drama|Fantasy|Mystery
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",1997,810,3.987037037037037,3.98590798263989,0,253,Comedy|Drama
1293,Gandhi (1982),1982,9702,3.9856730571016286,3.985578828601562,0,254,Drama
1291,Indiana Jones and the Last Crusade (1989),1989,37908,3.985201012978791,3.985176907170354,0,255,Action|Adventure
