movieId,title,release_year,rating_count,avg_rating,bayesian_score,cluster,genres
44191,V for Vendetta (2006),2006,25990,3.908041554444017,3.908009363776728,3,Action|Sci-Fi|Thriller|IMAX
1222,Full Metal Jacket (1987),1987,25946,4.0433978262545285,4.043360364355068,1,Drama|War
59315,Iron Man (2008),2008,25671,3.833800786880137,3.833771088108482,3,Action|Adventure|Sci-Fi
48516,"Departed, The (2006)",2006,25343,4.12123663338989,4.121195208882613,2,Crime|Drama|Thriller
1923,There's Something About Mary (1998),1998,25144,3.519487750556793,3.519469929366512,0,Comedy|Romance
68954,Up (2009),2009,25127,3.9635849882596412,3.9635494816109897,0,Adventure|Animation|Children|Drama
4011,Snatch (2000),2000,25101,4.063324170351779,4.063284653570271,0,Comedy|Crime|Thriller
4022,Cast Away (2000),2000,25024,3.663023497442455,3.662999855101736,0,Drama
1246,Dead Poets Society (1989),1989,24954,3.9223771740001605,3.922343072487315,0,Drama
2683,Austin Powers: The Spy Who Shagged Me (1999),1999,24951,3.1937196905935634,3.193714787348547,0,Action|Adventure|Comedy
2706,American Pie (1999),1999,24867,3.282000241283629,3.281991771510413,0,Comedy|Romance
292,Outbreak (1995),1995,24760,3.4105008077544428,3.410487111745121,0,Action|Drama|Sci-Fi|Thriller
919,"Wizard of Oz, The (1939)",1939,24658,3.9386811582447887,3.9386459862087246,0,Adventure|Children|Fantasy|Musical
329,Star Trek: Generations (1994),1994,24615,3.322669104204753,3.3226588955931486,0,Adventure|Drama|Sci-Fi
6,Heat (1995),1995,24588,3.854908898649748,3.8548770333856988,2,Action|Crime|Thriller
72998,Avatar (2009),2009,24548,3.6222502851556135,3.6222278452857934,0,Action|Adventure|Sci-Fi|IMAX
2115,Indiana Jones and the Temple of Doom (1984),1984,24306,3.695939274253271,3.695913579377173,3,Action|Adventure|Fantasy
2,Jumanji (1995),1995,24228,3.2515271586594023,3.2515197232209725,0,Adventure|Children|Fantasy
1387,Jaws (1975),1975,24188,3.782392095253845,3.782362700976516,0,Action|Horror
454,"Firm, The (1993)",1993,24161,3.4994205537850256,3.499402838089601,0,Drama|Thriller
1968,"Breakfast Club, The (1985)",1985,24077,3.8347800805748222,3.8347483750278655,0,Comedy|Drama
2396,Shakespeare in Love (1998),1998,24063,3.7905082491792377,3.7904783649401987,0,Comedy|Drama|Romance
223,Clerks (1994),1994,24050,3.847214137214137,3.8471818790869796,0,Comedy
2324,Life Is Beautiful (La Vita è bella) (1997),1997,23976,4.154341841841842,4.154296674893479,0,Comedy|Drama|Romance|War
2291,Edward Scissorhands (1990),1990,23807,3.726025958751628,3.7259984616062227,0,Drama|Fantasy|Romance
288,Natural Born Killers (1994),1994,23259,3.2577711853476075,3.257763171707693,0,Action|Crime|Thriller
4027,"O Brother, Where Art Thou? (2000)",2000,23259,3.8768003783481664,3.876765751243377,0,Adventure|Comedy|Crime
1517,Austin Powers: International Man of Mystery (1997),1997,23254,3.4114130902210373,3.4113984680249816,0,Action|Adventure|Comedy
1784,As Good as It Gets (1997),1997,23145,3.7748541801685027,3.7748237870008183,0,Comedy|Drama|Romance
434,Cliffhanger (1993),1993,23089,3.0492658841872755,3.049266841659634,3,Action|Adventure|Thriller
68157,Inglourious Basterds (2009),2009,23077,4.011396628677905,4.011355896261416,1,Action|Drama|War
1307,When Harry Met Sally... (1989),1989,23074,3.8318020282569125,3.831769073626043,0,Comedy|Romance
6365,"Matrix Reloaded, The (2003)",2003,23064,3.3468825875823796,3.3468706427019703,3,Action|Adventure|Sci-Fi|Thriller|IMAX
185,"Net, The (1995)",1995,23018,3.102854287948562,3.102852920366695,2,Action|Crime|Thriller
2011,Back to the Future Part II (1989),1989,22990,3.554849934754241,3.554828905829279,0,Adventure|Comedy|Sci-Fi
1393,Jerry Maguire (1996),1996,22960,3.5969512195121953,3.596928329511822,0,Drama|Romance
2502,Office Space (1999),1999,22957,3.982837478764647,3.9827977774161925,0,Comedy|Crime
48780,"Prestige, The (2006)",2006,22943,4.093231050865188,4.093186513856387,0,Drama|Mystery|Sci-Fi|Thriller
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),2001,22719,4.212267265284564,4.212217049908492,0,Adventure|Animation|Fantasy
1259,Stand by Me (1986),1986,22694,3.991010839869569,3.990970318304514,0,Adventure|Drama
1917,Armageddon (1998),1998,22671,2.9930307441224473,2.993034199626012,3,Action|Romance|Sci-Fi|Thriller
109487,Interstellar (2014),2014,22634,4.097927896085535,4.097882543579455,3,Sci-Fi|IMAX
8368,Harry Potter and the Prisoner of Azkaban (2004),2004,22561,3.811112096095031,3.8110793091889437,0,Adventure|Fantasy|IMAX
1080,Monty Python's Life of Brian (1979),1979,22484,3.9880581747020103,3.9880174060004867,0,Comedy
2355,"Bug's Life, A (1998)",1998,22471,3.569155800809933,3.5691336496048836,6,Adventure|Animation|Children|Comedy
2916,Total Recall (1990),1990,22428,3.606875334403424,3.6068514590004432,3,Action|Adventure|Sci-Fi|Thriller
161,Crimson Tide (1995),1995,22340,3.739861235452104,3.73983131345602,0,Drama|Thriller|War
21,Get Shorty (1995),1995,22277,3.5701620505454055,3.570139661276638,0,Comedy|Crime|Thriller
32587,Sin City (2005),2005,22271,3.780095191055633,3.780063369877916,2,Action|Crime|Film-Noir|Mystery|Thriller
1610,"Hunt for Red October, The (1990)",1990,22165,3.862846830588766,3.862811123970087,3,Action|Adventure|Thriller
1219,Psycho (1960),1960,22146,4.067213040729703,4.0671680757629,0,Crime|Horror
339,While You Were Sleeping (1995),1995,22111,3.4993894441680613,3.4993700874602456,0,Comedy|Romance
3949,Requiem for a Dream (2000),2000,22066,3.993678056738874,3.993636261110298,0,Drama
5816,Harry Potter and the Chamber of Secrets (2002),2002,22030,3.6417839310031774,3.641758039758565,3,Adventure|Fantasy
551,"Nightmare Before Christmas, The (1993)",1993,21940,3.738263445761167,3.7382330510879607,6,Animation|Children|Fantasy|Musical
2987,Who Framed Roger Rabbit? (1988),1988,21899,3.5416914014338556,3.5416699257498148,0,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
1653,Gattaca (1997),1997,21890,3.804476930105071,3.804443441319307,0,Drama|Sci-Fi|Thriller
2012,Back to the Future Part III (1990),1990,21881,3.3372789177825513,3.337266766014119,1,Adventure|Comedy|Sci-Fi|Western
1584,Contact (1997),1997,21638,3.684536463628801,3.684508127636256,0,Drama|Sci-Fi
19,Ace Ventura: When Nature Calls (1995),1995,21552,2.6421677802524126,2.6421876942384332,0,Comedy
1225,Amadeus (1984),1984,21085,4.069599241166706,4.069551900498954,0,Drama
5378,Star Wars: Episode II - Attack of the Clones (2002),2002,21079,3.0537027373215047,3.0537035756129485,6,Action|Adventure|Sci-Fi|IMAX
2174,Beetlejuice (1988),1988,20847,3.5006235909243535,3.500603001435195,0,Comedy|Fantasy
141,"Birdcage, The (1996)",1996,20757,3.5101652454593633,3.510144107039259,0,Comedy
8636,Spider-Man 2 (2004),2004,20725,3.4454764776839566,3.4454584277680667,3,Action|Adventure|Sci-Fi|IMAX
99114,Django Unchained (2012),2012,20687,4.004882293227631,4.004837170046449,0,Action|Drama|Western
95,Broken Arrow (1996),1996,20642,3.077245421955237,3.077245137524631,3,Action|Adventure|Thriller
2791,Airplane! (1980),1980,20475,3.7991697191697194,3.7991341753233514,0,Comedy
54286,"Bourne Ultimatum, The (2007)",2007,20474,3.919385562176419,3.9193441452464444,3,Action|Crime|Thriller
1220,"Blues Brothers, The (1980)",1980,20460,3.8001710654936462,3.8001354466507475,0,Action|Comedy|Musical
49272,Casino Royale (2006),2006,20455,3.82065509655341,3.8206184676339925,3,Action|Adventure|Thriller
1101,Top Gun (1986),1986,20453,3.4163203442037844,3.416303479706705,0,Action|Romance
2797,Big (1988),1988,20407,3.6170431714607734,3.617016433453594,0,Comedy|Drama|Fantasy|Romance
6711,Lost in Translation (2003),2003,20288,3.7939422318611986,3.793906618065008,0,Comedy|Drama|Romance
8360,Shrek 2 (2004),2004,20198,3.475467868105753,3.475447862464525,0,Adventure|Animation|Children|Comedy|Musical|Romance
904,Rear Window (1954),1954,20162,4.237947624243627,4.237889767094229,0,Mystery|Thriller
1573,Face/Off (1997),1997,20129,3.32798449997516,3.327971752306058,2,Action|Crime|Drama|Thriller
8665,"Bourne Supremacy, The (2004)",2004,20091,3.8543626499427606,3.8543236797691094,3,Action|Crime|Thriller
25,Leaving Las Vegas (1995),1995,20070,3.677304434479322,3.6772742451258504,0,Drama|Romance
3948,Meet the Parents (2000),2000,20058,3.394530860504537,3.3945147501830073,0,Comedy
6333,X2: X-Men United (2003),2003,19963,3.6012122426489004,3.6011857029613776,0,Action|Adventure|Sci-Fi|Thriller
91529,"Dark Knight Rises, The (2012)",2012,19912,3.9713489353153877,3.9713037399648945,3,Action|Adventure|Crime|IMAX
508,Philadelphia (1993),1993,19902,3.8021304391518442,3.8020937232538285,0,Drama
6016,City of God (Cidade de Deus) (2002),2002,19894,4.18158741329044,4.181531609646693,3,Action|Adventure|Crime|Drama|Thriller
3897,Almost Famous (2000),2000,19887,3.8336601800170964,3.8336218510619946,0,Drama
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",2006,19868,3.979917455204349,3.979871728517839,0,Drama|Fantasy|Thriller
17,Sense and Sensibility (1995),1995,19729,3.948806325713417,3.9487618537212845,0,Drama|Romance
1079,"Fish Called Wanda, A (1988)",1988,19715,3.8345168653309663,3.834478158547421,0,Comedy|Crime
8874,Shaun of the Dead (2004),2004,19558,3.8776715410573677,3.8776303171900888,0,Comedy|Horror
2710,"Blair Witch Project, The (1999)",1999,19486,2.8979267166170586,2.8979356172792605,3,Drama|Horror|Thriller
36,Dead Man Walking (1995),1995,19388,3.91868681658758,3.918643115886376,0,Crime|Drama
2542,"Lock, Stock & Two Smoking Barrels (1998)",1998,19260,4.02666147455867,4.0266118775723445,0,Comedy|Crime|Thriller
1356,Star Trek: First Contact (1996),1996,19202,3.6545932715342153,3.654562900271882,3,Action|Adventure|Sci-Fi|Thriller
104,Happy Gilmore (1996),1996,19190,3.3943981240229286,3.394381291955654,0,Comedy
50872,Ratatouille (2007),2007,19157,3.8111395312418437,3.811100917315009,0,Animation|Children|Drama
788,"Nutty Professor, The (1996)",1996,19138,2.811082662765179,2.811096262810019,0,Comedy|Fantasy|Romance|Sci-Fi
2617,"Mummy, The (1999)",1999,19103,3.2055174579908914,3.2055104362395808,0,Action|Adventure|Comedy|Fantasy|Horror|Thriller
923,Citizen Kane (1941),1941,19091,4.092687653868315,4.092634159539124,0,Drama|Mystery
63082,Slumdog Millionaire (2008),2008,19073,3.832616788129817,3.8325768781546055,0,Crime|Drama|Romance
46578,Little Miss Sunshine (2006),2006,19048,3.8633714825703485,3.8633299057126855,0,Adventure|Comedy|Drama
300,Quiz Show (1994),1994,18997,3.66378901931884,3.6637578362943968,0,Drama
2000,Lethal Weapon (1987),1987,18949,3.693994406037258,3.693961550074984,0,Action|Comedy|Crime|Drama
2692,Run Lola Run (Lola rennt) (1998),1998,18891,3.9699857074797524,3.9699381417489383,0,Action|Crime
74458,Shutter Island (2010),2010,18886,3.964762257757069,3.9647149559972967,3,Drama|Mystery|Thriller
40815,Harry Potter and the Goblet of Fire (2005),2005,18848,3.7678798811544993,3.767842929275874,3,Adventure|Fantasy|Thriller|IMAX
1485,Liar Liar (1997),1997,18777,3.2380838259572884,3.2380749480200746,0,Comedy
51662,300 (2007),2007,18769,3.567504928339283,3.5674784962131563,1,Action|Fantasy|War|IMAX
3751,Chicken Run (2000),2000,18762,3.488753864193583,3.488731619353033,0,Animation|Children|Comedy
1247,"Graduate, The (1967)",1967,18724,4.031510361033967,4.031459085389637,0,Comedy|Drama|Romance
33493,Star Wars: Episode III - Revenge of the Sith (2005),2005,18703,3.388894829706464,3.388877853609974,0,Action|Adventure|Sci-Fi
1625,"Game, The (1997)",1997,18647,3.867109990883252,3.86706731949383,3,Drama|Mystery|Thriller
55820,No Country for Old Men (2007),2007,18474,4.026144852224748,4.02609317314863,3,Crime|Drama
16,Casino (1995),1995,18404,3.8237068028689416,3.823665926320073,0,Crime|Drama
3623,Mission: Impossible II (2000),2000,18337,2.9808583737797893,2.9808633097350286,3,Action|Adventure|Thriller
56367,Juno (2007),2007,18306,3.7328471539385992,3.7328110216813757,0,Comedy|Drama|Romance
62,Mr. Holland's Opus (1995),1995,18242,3.715354676022366,3.7153193758658634,0,Drama
5218,Ice Age (2002),2002,18215,3.540186659346692,3.5401609230303555,6,Adventure|Animation|Children|Comedy
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",1966,18162,4.129335976214073,4.129277728014147,1,Action|Adventure|Western
3408,Erin Brockovich (2000),2000,18105,3.5725766362883182,3.5725489547067797,0,Drama
442,Demolition Man (1993),1993,18088,3.0712903582485627,3.071290362868094,0,Action|Adventure|Sci-Fi
6934,"Matrix Revolutions, The (2003)",2003,18074,3.2099977868761758,3.2099901175060004,3,Action|Adventure|Sci-Fi|Thriller|IMAX
474,In the Line of Fire (1993),1993,17996,3.7212436096910424,3.7212074998011304,3,Action|Thriller
70286,District 9 (2009),2009,17970,3.806483027267668,3.806442121969893,3,Mystery|Sci-Fi|Thriller
594,Snow White and the Seven Dwarfs (1937),1937,17940,3.5823021181716834,3.5822736399264787,0,Animation|Children|Drama|Fantasy|Musical
3977,Charlie's Angels (2000),2000,17923,2.7529431456787368,2.7529609112877123,0,Action|Comedy
440,Dave (1993),1993,17918,3.6009041187632547,3.6008745674379683,0,Comedy|Romance
410,Addams Family Values (1993),1993,17836,3.0116337743888764,3.011637123615011,0,Children|Comedy|Fantasy
1391,Mars Attacks! (1996),1996,17814,2.9703603907039406,2.9703660608431632,0,Action|Comedy|Sci-Fi
2700,"South Park: Bigger, Longer and Uncut (1999)",1999,17806,3.6263619004829835,3.6263307336396333,6,Animation|Comedy|Musical
89745,"Avengers, The (2012)",2012,17572,3.780246983837924,3.7802066450760226,3,Action|Adventure|Sci-Fi|IMAX
1127,"Abyss, The (1989)",1989,17568,3.6682604735883424,3.668226499739368,3,Action|Adventure|Sci-Fi|Thriller
